New_Date,Order_Id,Country,Device_Type,Category,Customer_Name,Sales_Manager,Sales_Rep, Order_Value_Eur ,  Cost  ,Date,Day,Month,Year
03-05-2020,16-9079414,Portugal,Mobile,Books,"Lubowitz, McLaughlin and Erdman",Celine Tumasian,Corene Shirer,"87,513.27"," 72,469.74 ",03-05-2020,3,5,2020
06-11-2019,97-8712680,Portugal,PC,Clothing,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,"55,132.39"," 47,121.65 ",06-11-2019,6,11,2019
11-09-2019,35-6825112,Portugal,Mobile,Appliances,Walter LLC,Celine Tumasian,Brynn Dempster,"1,08,689.45"," 91,223.06 ",11-09-2019,11,9,2019
14-11-2020,24-4511396,Portugal,PC,Outdoors,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,"79,874.42"," 68,132.88 ",11/14/2020,11,14,2020
05-10-2020,47-9920494,Portugal,PC,Clothing,Armstrong-Little,Celine Tumasian,Brynn Dempster,"72,857.41"," 60,442.51 ",05-10-2020,5,10,2020
16-09-2020,16-8778373,Portugal,PC,Games,Johns and Sons,Celine Tumasian,Corene Shirer,"1,41,796.75"," 1,12,317.21 ",9/16/2020,9,16,2020
14-01-2019,31-7667796,Portugal,PC,Other,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,"45,256.74"," 38,975.10 ",1/14/2019,1,14,2019
04-02-2020,39-2536155,Portugal,PC,Clothing,Hane Inc,Celine Tumasian,Brynn Dempster,"1,31,018.65"," 1,07,920.06 ",04-02-2020,4,2,2020
21-01-2020,42-1879788,Portugal,Mobile,Clothing,Altenwerth-Konopelski,Celine Tumasian,Aurelie Wren,"74,364.46"," 60,145.98 ",1/21/2020,1,21,2020
28-04-2020,98-5721101,Portugal,PC,Clothing,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,"84,598.68"," 72,391.09 ",4/28/2020,4,28,2020
05-07-2020,19-9205287,Portugal,Mobile,Appliances,Hilll-Vandervort,Celine Tumasian,Smitty Culverhouse,"37,582.13"," 31,967.36 ",05-07-2020,5,7,2020
15-06-2020,88-4621939,Portugal,PC,Other,Johns and Sons,Celine Tumasian,Corene Shirer,"2,49,099.44"," 2,15,695.20 ",6/15/2020,6,15,2020
28-08-2019,44-5200140,Portugal,PC,Games,Hessel-Stiedemann,Celine Tumasian,Corene Shirer,"1,62,246.76"," 1,42,663.58 ",8/28/2019,8,28,2019
18-11-2020,12-2202467,Portugal,PC,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Brynn Dempster,"38,930.16"," 32,837.59 ",11/18/2020,11,18,2020
01-09-2019,82-0537890,Portugal,Mobile,Electronics,Larkin-Collier,Celine Tumasian,Corene Shirer,"28,859.73"," 23,656.32 ",01-09-2019,1,9,2019
05-08-2020,34-7627348,Portugal,PC,Books,Gislason-Stanton,Celine Tumasian,Aurelie Wren,"95,387.89"," 76,195.85 ",05-08-2020,5,8,2020
19-05-2020,04-2863062,Portugal,PC,Books,Johns and Sons,Celine Tumasian,Corene Shirer,"1,43,322.47"," 1,14,213.68 ",5/19/2020,5,19,2020
29-10-2020,72-2647440,Portugal,PC,Books,Kirlin and Sons,Celine Tumasian,Smitty Culverhouse,"36,321.68"," 31,581.70 ",10/29/2020,10,29,2020
25-08-2020,33-0729966,Portugal,PC,Clothing,Marquardt-Kuvalis,Celine Tumasian,Corene Shirer,"1,04,711.22"," 90,868.40 ",8/25/2020,8,25,2020
08-03-2019,52-7280101,Portugal,Mobile,Smartphones,Romaguera-Haley,Celine Tumasian,Corene Shirer,"1,08,412.76"," 88,594.91 ",08-03-2019,8,3,2019
23-11-2020,20-7636879,Portugal,Tablet,Electronics,Tillman and Sons,Celine Tumasian,Aurelie Wren,"1,18,321.11"," 94,822.54 ",11/23/2020,11,23,2020
06-02-2020,34-0232219,Portugal,PC,Smartphones,Tillman and Sons,Celine Tumasian,Smitty Culverhouse,"1,16,023.51"," 96,566.37 ",06-02-2020,6,2,2020
21-01-2019,95-3196761,Portugal,Mobile,Appliances,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,"84,224.98"," 68,239.08 ",1/21/2019,1,21,2019
10-02-2020,99-3651863,Portugal,PC,Accessories,Romaguera-Haley,Celine Tumasian,Brynn Dempster,"1,72,505.24"," 1,39,125.48 ",10-02-2020,10,2,2020
19-04-2019,94-8641337,Portugal,Tablet,Games,Johns and Sons,Celine Tumasian,Aurelie Wren,"89,830.34"," 76,795.96 ",4/19/2019,4,19,2019
23-07-2019,36-2012010,Portugal,Mobile,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,"2,11,872.69"," 1,77,930.69 ",7/23/2019,7,23,2019
11-03-2020,61-7521706,Portugal,Mobile,Clothing,Romaguera-Haley,Celine Tumasian,Aurelie Wren,"1,70,408.23"," 1,43,432.61 ",11-03-2020,11,3,2020
14-11-2019,23-5766200,Portugal,PC,Games,"Parisian, Steuber and Satterfield",Celine Tumasian,Hortense Gerring,"1,16,157.89"," 97,166.07 ",11/14/2019,11,14,2019
07-03-2020,81-5976459,Portugal,PC,Appliances,Gislason-Stanton,Celine Tumasian,Hortense Gerring,"2,43,176.92"," 2,02,250.24 ",07-03-2020,7,3,2020
14-03-2019,28-6038070,Portugal,PC,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Corene Shirer,"52,227.07"," 45,124.19 ",3/14/2019,3,14,2019
22-10-2020,03-0455038,Portugal,PC,Electronics,Franecki-White,Celine Tumasian,Aurelie Wren,"1,65,696.90"," 1,32,275.84 ",10/22/2020,10,22,2020
30-09-2020,19-3013452,Portugal,PC,Beauty,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,"1,54,072.89"," 1,21,887.06 ",9/30/2020,9,30,2020
19-03-2020,69-4462108,Portugal,PC,Smartphones,Gislason-Stanton,Celine Tumasian,Brynn Dempster,"60,744.83"," 52,805.48 ",3/19/2020,3,19,2020
14-04-2020,10-5899580,Portugal,PC,Electronics,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,"1,48,037.71"," 1,17,867.62 ",4/14/2020,4,14,2020
17-05-2019,80-2242820,Portugal,PC,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,"1,00,469.75"," 82,566.04 ",5/17/2019,5,17,2019
03-08-2020,35-6942653,Portugal,PC,Appliances,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,"1,07,232.99"," 85,207.33 ",03-08-2020,3,8,2020
28-05-2020,88-7664123,Portugal,PC,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,"1,64,117.24"," 1,33,509.37 ",5/28/2020,5,28,2020
16-07-2020,17-8884817,Portugal,PC,Clothing,"Rowe, Hermiston and Kessler",Celine Tumasian,Hortense Gerring,"2,38,085.99"," 1,93,587.72 ",7/16/2020,7,16,2020
30-11-2019,80-7090422,Portugal,PC,Electronics,Connelly-Mohr,Celine Tumasian,Hortense Gerring,"86,083.27"," 72,309.95 ",11/30/2019,11,30,2019
14-01-2020,44-0527427,Portugal,Tablet,Clothing,"Parisian, Steuber and Satterfield",Celine Tumasian,Hortense Gerring,"1,20,332.26"," 1,02,282.42 ",1/14/2020,1,14,2020
19-01-2019,38-0584273,Portugal,Mobile,Beauty,"Shanahan, Schaden and Parker",Celine Tumasian,Brynn Dempster,"1,01,923.36"," 86,115.05 ",1/19/2019,1,19,2019
15-04-2020,15-0224516,Portugal,PC,Smartphones,"Spencer, Rogahn and Muller",Celine Tumasian,Aurelie Wren,"51,416.24"," 43,338.75 ",4/15/2020,4,15,2020
25-04-2020,56-2783503,Portugal,PC,Appliances,Schoen-Keeling,Celine Tumasian,Corene Shirer,"59,378.97"," 52,176.30 ",4/25/2020,4,25,2020
06-07-2020,70-7769332,Portugal,PC,Beauty,Walter LLC,Celine Tumasian,Aurelie Wren,"1,77,919.14"," 1,47,370.42 ",06-07-2020,6,7,2020
28-07-2019,34-8903845,Portugal,PC,Electronics,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,"47,186.74"," 38,112.73 ",7/28/2019,7,28,2019
09-10-2019,32-2110689,Portugal,PC,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Aurelie Wren,"59,670.68"," 51,269.05 ",09-10-2019,9,10,2019
06-01-2020,37-8204282,Portugal,PC,Appliances,Johns and Sons,Celine Tumasian,Hortense Gerring,"2,28,961.30"," 1,83,764.34 ",06-01-2020,6,1,2020
24-04-2019,16-3423161,Portugal,PC,Games,"Fisher, Morar and Skiles",Celine Tumasian,Brynn Dempster,"78,938.82"," 65,471.86 ",4/24/2019,4,24,2019
21-04-2019,21-7344983,Portugal,Mobile,Accessories,Labadie and Sons,Celine Tumasian,Hortense Gerring,"1,16,774.43"," 98,954.65 ",4/21/2019,4,21,2019
13-07-2019,55-2137809,Portugal,PC,Games,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Aurelie Wren,"1,65,305.70"," 1,34,757.21 ",7/13/2019,7,13,2019
18-10-2020,20-1191256,Portugal,Mobile,Games,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Smitty Culverhouse,"1,49,514.00"," 1,22,646.33 ",10/18/2020,10,18,2020
17-06-2019,60-6055725,Portugal,PC,Other,Walter LLC,Celine Tumasian,Hortense Gerring,"59,691.71"," 49,239.69 ",6/17/2019,6,17,2019
28-07-2019,33-2816759,Portugal,PC,Books,McClure Inc,Celine Tumasian,Corene Shirer,"1,81,882.43"," 1,49,834.75 ",7/28/2019,7,28,2019
21-09-2019,05-2359767,Portugal,PC,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,"50,796.04"," 44,090.96 ",9/21/2019,9,21,2019
14-12-2020,53-1660551,Portugal,PC,Other,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,"2,90,551.74"," 2,39,530.86 ",12/14/2020,12,14,2020
13-08-2019,56-8476539,Portugal,PC,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,"1,19,937.47"," 98,720.53 ",8/13/2019,8,13,2019
22-11-2020,04-2788693,Portugal,PC,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,"83,226.45"," 71,699.59 ",11/22/2020,11,22,2020
17-10-2020,98-3051699,Portugal,PC,Books,Morissette Group,Celine Tumasian,Brynn Dempster,"97,641.25"," 83,414.92 ",10/17/2020,10,17,2020
02-10-2020,75-7291972,Portugal,PC,Appliances,Considine-Fisher,Celine Tumasian,Smitty Culverhouse,"98,746.66"," 80,399.53 ",02-10-2020,2,10,2020
13-04-2020,70-4650708,Portugal,PC,Books,Gislason-Stanton,Celine Tumasian,Hortense Gerring,"55,166.78"," 47,443.43 ",4/13/2020,4,13,2020
23-07-2019,25-1045028,Portugal,PC,Games,Hegmann Group,Celine Tumasian,Smitty Culverhouse,"1,23,891.60"," 1,04,118.50 ",7/23/2019,7,23,2019
26-08-2020,75-6291395,Portugal,PC,Beauty,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,"1,27,482.28"," 1,08,614.90 ",8/26/2020,8,26,2020
02-11-2019,00-3338378,Portugal,PC,Beauty,"Schowalter, Lesch and Beahan",Celine Tumasian,Brynn Dempster,"1,20,453.52"," 97,218.04 ",02-11-2019,2,11,2019
29-09-2019,55-1904761,Portugal,PC,Outdoors,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,"1,20,152.33"," 97,527.65 ",9/29/2019,9,29,2019
22-09-2020,70-9736399,Portugal,Mobile,Books,"Murray, Reichel and Nolan",Celine Tumasian,Hortense Gerring,"95,410.97"," 80,593.65 ",9/22/2020,9,22,2020
13-10-2019,58-9821508,Portugal,PC,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,"1,71,884.00"," 1,46,702.99 ",10/13/2019,10,13,2019
17-05-2020,51-5334556,Portugal,PC,Other,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,"77,087.84"," 65,894.69 ",5/17/2020,5,17,2020
21-03-2019,12-4509008,Portugal,PC,Clothing,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Smitty Culverhouse,"1,06,516.40"," 86,928.03 ",3/21/2019,3,21,2019
17-02-2020,90-2194359,Portugal,PC,Smartphones,"Murray, Reichel and Nolan",Celine Tumasian,Corene Shirer,"1,25,253.59"," 1,08,269.20 ",2/17/2020,2,17,2020
04-12-2020,10-4704941,Portugal,PC,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,"64,192.86"," 52,837.14 ",04-12-2020,4,12,2020
09-04-2020,65-8218141,Portugal,PC,Appliances,Hegmann Group,Celine Tumasian,Corene Shirer,"1,40,337.34"," 1,15,708.14 ",09-04-2020,9,4,2020
26-06-2019,91-8142232,Portugal,PC,Accessories,Johns and Sons,Celine Tumasian,Hortense Gerring,"1,87,874.45"," 1,60,031.46 ",6/26/2019,6,26,2019
11-01-2019,35-4551515,Portugal,PC,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,"34,930.08"," 28,017.42 ",11-01-2019,11,1,2019
27-09-2019,56-0800364,Portugal,PC,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,"1,62,637.68"," 1,30,402.89 ",9/27/2019,9,27,2019
22-09-2019,42-7027181,Portugal,Mobile,Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,"40,728.28"," 35,669.83 ",9/22/2019,9,22,2019
28-10-2020,07-1769568,Portugal,PC,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,"1,33,072.00"," 1,08,600.06 ",10/28/2020,10,28,2020
19-03-2020,13-0740797,Portugal,PC,Books,Kihn Inc,Celine Tumasian,Corene Shirer,"48,090.78"," 42,040.96 ",3/19/2020,3,19,2020
01-04-2020,68-6382353,Portugal,PC,Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,"49,990.72"," 42,927.03 ",01-04-2020,1,4,2020
15-05-2019,46-6126203,Portugal,PC,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,"99,832.12"," 84,128.53 ",5/15/2019,5,15,2019
18-09-2019,56-2408571,Portugal,PC,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,"1,41,965.11"," 1,19,193.91 ",9/18/2019,9,18,2019
10-08-2019,44-5240815,Portugal,PC,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,"1,13,781.45"," 91,104.81 ",10-08-2019,10,8,2019
09-10-2019,92-7917751,Portugal,PC,Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,"1,48,212.23"," 1,23,030.97 ",09-10-2019,9,10,2019
24-10-2020,91-3344544,Portugal,PC,Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,"1,59,057.92"," 1,39,923.25 ",10/24/2020,10,24,2020
06-10-2020,20-7532198,Portugal,PC,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,"2,01,537.12"," 1,66,127.05 ",06-10-2020,6,10,2020
07-02-2019,96-7618409,Portugal,PC,Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,"2,42,192.19"," 2,13,104.91 ",07-02-2019,7,2,2019
15-05-2020,39-1945268,Portugal,Mobile,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,"1,37,419.30"," 1,17,658.40 ",5/15/2020,5,15,2020
18-02-2020,74-8625042,Portugal,PC,Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,"1,05,374.44"," 89,779.02 ",2/18/2020,2,18,2020
05-10-2020,79-6676714,Portugal,PC,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,"1,38,764.60"," 1,11,414.10 ",05-10-2020,5,10,2020
24-04-2019,84-7042200,Portugal,PC,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,"1,15,718.87"," 1,00,640.70 ",4/24/2019,4,24,2019
07-07-2019,42-5303223,Portugal,Mobile,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,"1,94,326.70"," 1,69,005.93 ",07-07-2019,7,7,2019
06-10-2020,59-3526945,Portugal,PC,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,"2,27,830.33"," 1,82,173.13 ",06-10-2020,6,10,2020
13-10-2019,05-0243828,Portugal,PC,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,"85,515.60"," 67,959.25 ",10/13/2019,10,13,2019
22-10-2020,14-9919657,Portugal,PC,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,"42,847.46"," 34,757.86 ",10/22/2020,10,22,2020
25-01-2019,14-4225824,Portugal,PC,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,"85,390.17"," 74,400.46 ",1/25/2019,1,25,2019
02-12-2020,88-1349718,Portugal,PC,Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,"97,514.70"," 80,790.93 ",02-12-2020,2,12,2020
20-03-2019,01-1212783,Portugal,PC,Smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,"1,05,833.52"," 85,312.40 ",3/20/2019,3,20,2019
12-08-2019,95-2190016,Portugal,Mobile,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,"57,859.08"," 47,756.88 ",12-08-2019,12,8,2019
18-01-2020,60-0610487,Portugal,PC,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,"37,521.39"," 29,701.93 ",1/18/2020,1,18,2020
25-06-2019,02-9253490,Portugal,PC,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,"1,19,409.43"," 1,02,656.29 ",6/25/2019,6,25,2019
24-07-2019,72-7973717,Portugal,Tablet,Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,"2,16,863.04"," 1,75,355.45 ",7/24/2019,7,24,2019
03-06-2020,73-4726386,Portugal,PC,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,"19,622.59"," 17,148.18 ",03-06-2020,3,6,2020
07-03-2020,74-0191565,Portugal,PC,Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,"2,84,298.56"," 2,29,656.38 ",07-03-2020,7,3,2020
12-05-2019,94-3590580,Portugal,Mobile,Games,Schuster Inc,Celine Tumasian,Corene Shirer,"2,01,573.23"," 1,66,116.50 ",12-05-2019,12,5,2019
28-01-2020,74-7472724,Portugal,PC,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,"1,15,538.34"," 99,686.48 ",1/28/2020,1,28,2020
11-05-2020,03-3965480,Portugal,PC,Books,Johns and Sons,Celine Tumasian,Hortense Gerring,"1,44,237.38"," 1,16,111.09 ",11-05-2020,11,5,2020
10-06-2020,04-6161825,Portugal,PC,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,"1,52,442.32"," 1,22,258.74 ",10-06-2020,10,6,2020
07-01-2019,17-1884075,Portugal,Mobile,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,"1,47,895.45"," 1,20,416.48 ",07-01-2019,7,1,2019
01-04-2020,74-4541594,Portugal,Tablet,Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,"1,10,441.89"," 90,970.98 ",01-04-2020,1,4,2020
29-11-2020,06-4416964,Portugal,PC,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,"87,409.49"," 70,548.20 ",11/29/2020,11,29,2020
04-08-2019,26-9990483,Portugal,PC,Smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,"1,26,346.44"," 1,03,970.49 ",04-08-2019,4,8,2019
05-07-2020,31-7075495,Portugal,PC,Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,"1,09,713.84"," 95,769.21 ",05-07-2020,5,7,2020
05-08-2020,85-1464621,Portugal,PC,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,"1,79,184.12"," 1,42,433.46 ",05-08-2020,5,8,2020
21-01-2020,36-7939842,Portugal,PC,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,"89,600.45"," 70,811.24 ",1/21/2020,1,21,2020
28-11-2020,38-7603760,Portugal,Tablet,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,"41,921.61"," 34,773.98 ",11/28/2020,11,28,2020
04-11-2020,97-6414953,Portugal,Mobile,Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,"1,12,481.44"," 96,700.29 ",04-11-2020,4,11,2020
31-05-2019,73-3910940,Portugal,Mobile,Beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,"30,550.32"," 25,457.58 ",5/31/2019,5,31,2019
01-06-2020,41-6241712,Portugal,PC,Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,"1,11,551.96"," 89,420.05 ",01-06-2020,1,6,2020
30-04-2020,63-4386955,Portugal,PC,Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,"1,34,120.38"," 1,05,981.92 ",4/30/2020,4,30,2020
23-09-2020,37-0756560,Portugal,PC,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,"1,59,514.03"," 1,38,872.91 ",9/23/2020,9,23,2020
24-08-2020,31-6585710,Portugal,PC,Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,"1,68,757.23"," 1,36,895.86 ",8/24/2020,8,24,2020
28-02-2020,16-3842379,Portugal,Tablet,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,"40,467.85"," 34,656.67 ",2/28/2020,2,28,2020
04-07-2020,04-1808253,Portugal,PC,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,"66,146.57"," 56,145.21 ",04-07-2020,4,7,2020
26-03-2019,05-2772504,Portugal,PC,Beauty,McClure Inc,Celine Tumasian,Corene Shirer,"52,209.31"," 41,480.30 ",3/26/2019,3,26,2019
11-02-2020,82-8353642,Portugal,PC,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,"1,66,367.16"," 1,35,788.88 ",11-02-2020,11,2,2020
15-01-2019,92-7042708,Portugal,PC,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,"1,44,725.34"," 1,15,056.65 ",1/15/2019,1,15,2019
28-03-2019,06-4611284,Portugal,PC,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,"21,341.66"," 16,930.34 ",3/28/2019,3,28,2019
20-07-2020,11-2653878,Portugal,PC,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,"2,06,869.73"," 1,80,928.27 ",7/20/2020,7,20,2020
29-12-2020,76-2368068,Portugal,PC,Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,"1,34,807.18"," 1,08,047.95 ",12/29/2020,12,29,2020
05-09-2019,84-1745028,Portugal,Tablet,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,"41,016.31"," 32,985.32 ",05-09-2019,5,9,2019
31-05-2019,93-9111830,Portugal,PC,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,"76,856.57"," 65,535.60 ",5/31/2019,5,31,2019
16-11-2020,09-8360520,Portugal,Mobile,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,"87,459.79"," 69,967.83 ",11/16/2020,11,16,2020
06-01-2019,50-0521963,Portugal,PC,Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,"76,943.74"," 62,870.73 ",06-01-2019,6,1,2019
11-09-2020,75-6127722,Portugal,PC,Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,"57,345.79"," 45,716.06 ",11-09-2020,11,9,2020
13-06-2020,34-8443139,Portugal,Mobile,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,"1,26,021.10"," 1,01,762.04 ",6/13/2020,6,13,2020
19-02-2019,84-1343954,Portugal,PC,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,"61,994.02"," 54,250.97 ",2/19/2019,2,19,2019
30-07-2019,50-2002828,Portugal,PC,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,"2,51,003.51"," 2,14,105.99 ",7/30/2019,7,30,2019
14-11-2019,76-5324325,Portugal,PC,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,"81,458.94"," 64,434.02 ",11/14/2019,11,14,2019
01-05-2019,98-0946281,Portugal,PC,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,"1,72,444.09"," 1,49,681.47 ",01-05-2019,1,5,2019
08-08-2020,16-5710075,Portugal,Tablet,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,"1,79,323.22"," 1,50,739.10 ",08-08-2020,8,8,2020
08-12-2019,78-5541691,Portugal,PC,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,"1,35,211.42"," 1,08,534.21 ",08-12-2019,8,12,2019
14-07-2020,29-6521179,Portugal,PC,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,"48,763.58"," 39,435.11 ",7/14/2020,7,14,2020
07-07-2020,66-6777720,Portugal,Mobile,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,"45,725.53"," 36,571.28 ",07-07-2020,7,7,2020
31-07-2019,53-3568171,Portugal,Mobile,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,"77,522.57"," 64,227.45 ",7/31/2019,7,31,2019
08-09-2019,67-8646070,Portugal,Mobile,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,"1,57,754.36"," 1,32,166.60 ",08-09-2019,8,9,2019
11-11-2019,99-7842298,Portugal,Mobile,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,"74,231.25"," 61,604.51 ",11-11-2019,11,11,2019
23-08-2019,19-3893110,Portugal,PC,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,"1,39,200.81"," 1,20,172.06 ",8/23/2019,8,23,2019
04-09-2019,75-5652593,Portugal,Tablet,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,"1,72,202.38"," 1,49,816.07 ",04-09-2019,4,9,2019
09-06-2020,01-4729172,Portugal,PC,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,"69,871.92"," 58,014.66 ",09-06-2020,9,6,2020
17-02-2019,53-1326953,Portugal,PC,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,"1,01,321.52"," 86,710.96 ",2/17/2019,2,17,2019
12-12-2019,85-9560144,Portugal,PC,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,"2,54,883.03"," 2,13,413.56 ",12-12-2019,12,12,2019
10-09-2020,30-0037690,Portugal,PC,Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,"65,760.39"," 56,672.30 ",10-09-2020,10,9,2020
18-02-2020,75-6038587,Portugal,PC,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,"53,485.00"," 46,713.80 ",2/18/2020,2,18,2020
24-11-2019,02-8721192,Portugal,PC,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,"1,27,631.89"," 1,10,963.17 ",11/24/2019,11,24,2019
13-01-2019,57-7927520,Portugal,PC,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,"1,26,974.92"," 1,01,516.45 ",1/13/2019,1,13,2019
05-06-2020,95-4271285,Portugal,PC,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,"1,21,736.23"," 1,06,214.86 ",05-06-2020,5,6,2020
08-08-2019,54-2767741,Portugal,PC,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,"97,439.36"," 79,773.60 ",08-08-2019,8,8,2019
